Brand,Brand URL
unko UkLimited,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Funko%20Uk%20Limited&viewAll=brand&count=48&page=
Goojitzu,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Goojitzu&viewAll=brand&count=48&page=
Harper Collins,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Harper%20Collins&viewAll=brand&count=48&page=
Heets,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Heets&viewAll=brand&count=48&page=
International ,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=International%20Gr&viewAll=brand&count=48&page=
Kit & Kraft,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Kit%20%26%20Kraft&viewAll=brand&count=48&page=
Love Raw,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Love%20Raw&viewAll=brand&count=48&page=
Maped,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Maped&viewAll=brand&count=48&page=
Matchbox,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Matchbox&viewAll=brand&count=48&page=
Nerf,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Nerf&viewAll=brand&count=48&page=
Oxford,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Oxford&viewAll=brand&count=48&page=
Ozbozz,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Ozbozz&viewAll=brand&count=48&page=
Rainbocorns,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Rainbocorns&viewAll=brand&count=48&page=
Real Littles,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Real%20Littles&viewAll=brand&count=48&page=
Securefix,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Securefix&viewAll=brand&count=48&page=
Sellotape,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Sellotape&viewAll=brand&count=48&page=
Stamps,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=Stamps&viewAll=brand&count=48&page=
UniversityGames,https://www.tesco.com/groceries/en-GB/shop/home-and-ents/all?brand=University%20Games&viewAll=brand&count=48&page=
